Data_Number,State,Action,Reward,Angle,Acceleration,pos_cart
1,18,0,-96,17,63,0
2,18,1,-96,17,64,0
3,7,0,-99,7,56,0
4,-6,1,-99,-5,70,0
5,-10,0,-99,-9,46,0
6,-5,0,-99,-4,61,0
7,6,1,-99,6,62,0
8,14,0,-97,13,68,0
9,14,1,-97,13,57,0
10,2,0,-99,2,82,0
11,-6,0,-99,-5,92,40
12,-6,1,-99,-5,59,40
13,2,1,-99,2,64,40
14,9,1,-99,9,65,40
15,12,0,-98,11,58,40
16,7,1,-99,7,69,40
17,1,0,-99,1,59,40
18,-3,1,-99,-2,47,40
19,-2,1,-99,-1,58,40
19,-2,1,-99,-1,58,40
19,-2,1,-99,-1,58,40
19,-2,1,-99,-1,58,40
19,-2,1,-99,-1,58,40
19,-2,1,-99,-1,58,40
19,-2,1,-99,-1,58,40
19,-2,1,-99,-1,58,40
19,-2,1,-99,-1,58,40
19,-2,1,-99,-1,58,40
19,-2,1,-99,-1,58,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
20,0,1,-100,0,69,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
21,8,0,-99,8,38,40
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
22,12,1,-98,11,28,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
23,3,0,-99,3,31,80
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
24,2,0,-99,2,59,120
