Data_Number,State,Action,Reward,Angle,Acceleration,pos_cart
1,8,1,-99,8,52,0
2,9,1,-99,9,62,0
3,4,1,-99,4,58,0
4,0,0,-100,0,55,0
5,-3,1,-99,-2,56,0
6,-2,1,-99,-1,60,0
7,3,0,-99,3,63,0
8,6,1,-99,6,63,0
9,6,0,-99,6,54,0
10,1,1,-99,1,83,0
11,-3,0,-99,-2,47,40
12,0,0,-100,0,55,40
13,4,0,-99,4,59,40
14,6,1,-99,6,57,40
15,5,0,-99,5,60,40
16,2,1,-99,2,66,40
17,0,1,-100,0,51,40
18,0,0,-100,0,54,40
19,2,0,-99,2,50,40
19,2,0,-99,2,50,40
19,2,0,-99,2,50,40
19,2,0,-99,2,50,40
19,2,0,-99,2,50,40
19,2,0,-99,2,50,40
19,2,0,-99,2,50,40
19,2,0,-99,2,50,40
19,2,0,-99,2,50,40
19,2,0,-99,2,50,40
19,2,0,-99,2,50,40
19,2,0,-99,2,50,40
19,2,0,-99,2,50,40
19,2,0,-99,2,50,40
19,2,0,-99,2,50,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
20,6,0,-99,6,118,40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
21,12,0,-98,11,67,-40
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
22,2,1,-99,2,11,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
23,-3,1,-99,-2,23,-80
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
24,-8,0,-99,-7,95,-120
25,-5,1,-99,-4,165,-120
25,-5,1,-99,-4,165,-120
25,-5,1,-99,-4,165,-120
25,-5,1,-99,-4,165,-120
25,-5,1,-99,-4,165,-120
25,-5,1,-99,-4,165,-120
25,-5,1,-99,-4,165,-120
25,-5,1,-99,-4,165,-120
25,-5,1,-99,-4,165,-120
25,-5,1,-99,-4,165,-120
