Data_Number,State,Action,Reward,Angle,Acceleration,pos_cart
0,13,0,-98,12,66,0
1,23,1,-94,21,53,0
2,21,0,-95,19,67,0
3,9,1,-99,9,67,0
4,-2,0,-99,-1,64,0
5,-6,1,-99,-5,62,0
6,1,0,-99,1,57,0
7,12,1,-98,11,53,0
8,18,1,-96,17,70,0
9,16,0,-97,15,54,0
10,3,1,-99,3,21,40
11,0,0,-100,0,61,40
12,2,0,-99,2,61,40
13,8,0,-99,8,62,40
14,14,0,-97,13,66,40
15,14,1,-97,13,64,40
16,9,0,-99,9,67,40
17,5,0,-99,5,63,40
18,3,0,-99,3,64,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
19,5,0,-99,5,70,40
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
20,7,0,-99,7,-12,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
21,9,1,-99,9,-89,80
