Data_Number,State,Action,Reward,Angle,Acceleration,pos_cart
1,7,1,-99,7,54,0
2,6,1,-99,6,57,0
3,1,1,-99,1,56,0
4,-5,0,-99,-4,61,0
5,-6,0,-99,-5,47,0
6,-3,0,-99,-2,59,0
7,2,0,-99,2,59,0
8,4,1,-99,4,57,0
9,4,0,-99,4,50,0
10,-3,1,-99,-2,114,0
11,-6,1,-99,-5,55,40
12,-3,0,-99,-2,60,40
13,2,0,-99,2,59,40
14,4,1,-99,4,62,40
15,3,0,-99,3,67,40
16,0,1,-100,0,55,40
17,-3,1,-99,-2,66,40
18,-3,0,-99,-2,53,40
19,-2,1,-99,-1,57,40
19,-2,1,-99,-1,57,40
19,-2,1,-99,-1,57,40
19,-2,1,-99,-1,57,40
19,-2,1,-99,-1,57,40
19,-2,1,-99,-1,57,40
19,-2,1,-99,-1,57,40
19,-2,1,-99,-1,57,40
19,-2,1,-99,-1,57,40
19,-2,1,-99,-1,57,40
19,-2,1,-99,-1,57,40
19,-2,1,-99,-1,57,40
19,-2,1,-99,-1,57,40
19,-2,1,-99,-1,57,40
19,-2,1,-99,-1,57,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
20,4,0,-99,4,103,40
