Data_Number,State,Action,Reward,Angle,Acceleration,pos_cart
1,13,1,-98,12,61,0
2,12,1,-98,11,52,0
3,5,0,-99,5,46,0
4,-2,1,-99,-1,60,0
5,-3,0,-99,-2,53,0
6,2,0,-99,2,63,0
7,6,1,-99,6,61,0
8,8,0,-99,8,54,0
9,7,0,-99,7,64,0
10,-2,0,-99,-1,71,0
11,-2,1,-99,-1,53,40
12,3,1,-99,3,57,40
13,7,1,-99,7,53,40
14,8,0,-99,8,48,40
15,6,0,-99,6,61,40
16,3,0,-99,3,49,40
17,2,1,-99,2,56,40
18,2,1,-99,2,55,40
19,4,0,-99,4,55,40
19,4,0,-99,4,55,40
19,4,0,-99,4,55,40
19,4,0,-99,4,55,40
19,4,0,-99,4,55,40
19,4,0,-99,4,55,40
19,4,0,-99,4,55,40
19,4,0,-99,4,55,40
19,4,0,-99,4,55,40
19,4,0,-99,4,55,40
19,4,0,-99,4,55,40
19,4,0,-99,4,55,40
19,4,0,-99,4,55,40
19,4,0,-99,4,55,40
19,4,0,-99,4,55,40
19,4,0,-99,4,55,40
19,4,0,-99,4,55,40
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
20,12,0,-98,11,95,0
21,8,1,-99,8,83,-40
21,8,1,-99,8,83,-40
21,8,1,-99,8,83,-40
21,8,1,-99,8,83,-40
21,8,1,-99,8,83,-40
21,8,1,-99,8,83,-40
21,8,1,-99,8,83,-40
21,8,1,-99,8,83,-40
21,8,1,-99,8,83,-40
21,8,1,-99,8,83,-40
21,8,1,-99,8,83,-40
21,8,1,-99,8,83,-40
21,8,1,-99,8,83,-40
21,8,1,-99,8,83,-40
21,8,1,-99,8,83,-40
21,8,1,-99,8,83,-40
