Data_Number,State,Action,Reward,Angle,Acceleration,pos_cart
1,7,1,-99,7,60,0
2,5,1,-99,5,64,0
3,-3,0,-99,-2,50,0
4,-6,0,-99,-5,72,0
5,-4,1,-99,-3,64,0
6,-2,1,-99,-1,57,0
7,0,1,-100,0,58,0
8,0,0,-100,0,52,0
9,-2,0,-99,-1,59,0
10,-2,1,-99,-1,88,0
11,-6,1,-99,-5,3,40
12,1,0,-99,1,49,40
13,3,0,-99,3,62,40
14,1,1,-99,1,69,40
15,-3,1,-99,-2,62,40
16,-4,0,-99,-3,50,40
17,-3,0,-99,-2,70,40
18,-2,0,-99,-1,64,40
19,-2,1,-99,-1,64,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
20,1,0,-99,1,115,40
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
21,7,0,-99,7,42,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
22,-10,0,-99,-9,65,0
