Data_Number,State,Action,Reward,Angle,Acceleration,pos_cart
0,7,1,-99,7,64,0
1,6,0,-99,6,56,0
2,-2,0,-99,-1,47,0
3,-6,0,-99,-5,49,0
4,-5,0,-99,-4,61,0
5,-2,1,-99,-1,56,0
6,1,1,-99,1,63,0
7,0,1,-100,0,56,0
8,-2,0,-99,-1,46,0
9,-2,1,-99,-1,64,0
10,-6,1,-99,-5,19,40
11,1,0,-99,1,64,40
12,3,1,-99,3,61,40
13,1,0,-99,1,65,40
14,-2,0,-99,-1,59,40
15,-4,1,-99,-3,52,40
16,-3,1,-99,-2,53,40
17,-2,1,-99,-1,62,40
18,-2,0,-99,-1,66,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
19,-2,1,-99,-1,-121,40
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
20,-2,0,-99,-1,143,0
21,-13,1,-98,-11,68,80
21,-13,1,-98,-11,68,80
21,-13,1,-98,-11,68,80
21,-13,1,-98,-11,68,80
21,-13,1,-98,-11,68,80
21,-13,1,-98,-11,68,80
21,-13,1,-98,-11,68,80
21,-13,1,-98,-11,68,80
21,-13,1,-98,-11,68,80
